name,latitude,longitude,is_closed,zipcode,city,state,price,rating,url,review_count,transactions,category,id
Casa B Tapas and Cocktail & Rum Bar,42.3797093,-71.0942732,FALSE,2143,Somerville,MA,$$$,4,https://www.yelp.com/biz/casa-b-tapas-and-cocktail-and-rum-bar-somerville-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,258,[],"caribbean,tapasmallplates,cocktailbars",1A9alCsYB5Z5PW3yvH1HnQ
Piattini,42.34969,-71.08122,FALSE,2116,Boston,MA,$$,4,https://www.yelp.com/biz/piattini-boston-3?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,740,[],"italian,bars,salad",PUZSvR-nEHlhEi0gSADu7w
The Cheesecake Factory,42.345868,-71.081993,FALSE,2199,Boston,MA,$$,3,https://www.yelp.com/biz/the-cheesecake-factory-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,602,['delivery'],"newamerican,desserts",V5r0E89VSK0IDzZRvrhc3g
Atlantic Fish,42.34922179,-71.08112729,FALSE,2116,Boston,MA,$$$,4,https://www.yelp.com/biz/atlantic-fish-boston-3?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,2251,['delivery'],"seafood,raw_food,cocktailbars",AGR_kBvN__I7aTl0rBywAg
Demos,42.3663721,-71.1821673,FALSE,2472,Watertown,MA,$,3.5,https://www.yelp.com/biz/demos-watertown?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,94,['delivery'],"mediterranean,greek",0ulC3Jz1eXnJJ3v2kN5Xpg
Lucca Back Bay,42.3465561,-71.0799281,FALSE,2116,Boston,MA,$$$,4,https://www.yelp.com/biz/lucca-back-bay-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,300,[],"italian,wine_bars",4RpdVZIR3dV890pJ5hQd9A
SRV Boston,42.340918,-71.08161505,FALSE,2118,Boston,MA,$$$,4.5,https://www.yelp.com/biz/srv-boston-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,306,[],"italian,wine_bars",poswq7BdLM9Iryd9palDVQ
Lemon Thai Cuisine,42.39025,-71.10767,FALSE,2143,Somerville,MA,$$,4,https://www.yelp.com/biz/lemon-thai-cuisine-somerville-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,296,"['delivery', 'pickup']","thai,seafood,soup",4k_wbk7GppLxBhfga3Fdjw
Social Restaurant & Bar,42.356596,-71.1868268,FALSE,2458,Newton,MA,$$,3.5,https://www.yelp.com/biz/social-restaurant-and-bar-newton?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,150,[],"newamerican,bars,breakfast_brunch",DrQgIMe9fKfNvvHoXO8Y0w
Max and Leo's,42.3569993,-71.1868365,FALSE,2458,Newton,MA,$$,4.5,https://www.yelp.com/biz/max-and-leos-newton?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,337,[],"pizza,bars",3ysQylsFQj7JNIlQjncQeQ
House of Siam,42.34141,-71.08033,FALSE,2118,Boston,MA,$$,3.5,https://www.yelp.com/biz/house-of-siam-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,176,"['delivery', 'pickup']","thai,seafood",PygaMm6O5n1UDHrbnm7uBg
Sorellina,42.34883672,-71.07790366,FALSE,2116,Boston,MA,$$$$,4,https://www.yelp.com/biz/sorellina-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,637,[],"italian,bars,salad",1hWZ0K2DOKZB9Xft08VZ9g
Lolita Cocina & Tequila Bar Back Bay,42.35058604,-71.07750847,FALSE,2116,Boston,MA,$$,4,https://www.yelp.com/biz/lolita-cocina-and-tequila-bar-back-bay-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1778,[],"mexican,lounges,cocktailbars",u51e3gychuqBYNqe2xG6_w
Fogo de Cḥo Brazilian Steakhouse,42.34880756,-71.0771622,FALSE,2116,Boston,MA,$$$,4,https://www.yelp.com/biz/fogo-de-ch%C3%A3o-brazilian-steakhouse-boston-4?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,648,[],"brazilian,steak",3G3GvCsArfZrhoRrIYxDkw
Legal Sea Foods,42.34690284,-71.07746634,FALSE,2116,Boston,MA,$$$,3.5,https://www.yelp.com/biz/legal-sea-foods-boston-32?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,505,[],seafood,Rr7rhulFCpGvO341g-EWVg
Thai Basil Restaurant,42.35092,-71.07669,FALSE,2116,Boston,MA,$$,3.5,https://www.yelp.com/biz/thai-basil-restaurant-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,413,"['delivery', 'pickup']","thai,seafood,noodles",XWF0qtV3GxkgfdvAjwpfzQ
Redbones BBQ,42.39520645,-71.12236023,FALSE,2144,Somerville,MA,$$,3.5,https://www.yelp.com/biz/redbones-bbq-somerville?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1664,"['delivery', 'pickup']","bbq,bars,sandwiches",FmAIHFqUBNkCw3YBCRQLmQ
Petit Robert Bistro,42.34283,-71.07858,FALSE,2118,Boston,MA,$$,3.5,https://www.yelp.com/biz/petit-robert-bistro-boston-3?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,374,"['delivery', 'pickup']","french,breakfast_brunch,wine_bars",XgJWwSXomuSblxFBE-AxpA
Legal Sea Foods,42.32257,-71.17038,FALSE,2467,Chestnut Hill,MA,$$$,3,https://www.yelp.com/biz/legal-sea-foods-chestnut-hill-6?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,233,['delivery'],seafood,hewGudgB-tUk2ADWsUIHlg
Giacomo's,42.34406,-71.077732,FALSE,2116,Boston,MA,$$,4,https://www.yelp.com/biz/giacomos-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1126,[],"italian,seafood,wine_bars",q5HPp961WsjoVDaOmN8SwQ
Anchovies,42.343939,-71.077598,FALSE,2116,Boston,MA,$$,4,https://www.yelp.com/biz/anchovies-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,349,[],"italian,bars,salad",EYMC8NHn6U-4WpLo54dQtw
Gaya Pizzeria,42.38452,-71.09302,FALSE,2143,Somerville,MA,$,4.5,https://www.yelp.com/biz/gaya-pizzeria-somerville?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,56,"['pickup', 'delivery']","pizza,italian",uCN25MmdW27fZ2UJQ-tU4Q
Foundry on Elm,42.39564,-71.12166,FALSE,2144,Somerville,MA,$$,3.5,https://www.yelp.com/biz/foundry-on-elm-somerville?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,726,[],"bars,gastropubs,newamerican",9-KBO2jGuvMCrM88ysDLTA
Greek Corner Restaurant,42.39648943,-71.12948206,FALSE,2140,Cambridge,MA,$$,4,https://www.yelp.com/biz/greek-corner-restaurant-cambridge?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,600,"['pickup', 'delivery']","greek,mediterranean",u0CvoJ_bAx5SCSiI_meUOQ
Five Horses Tavern,42.39567,-71.1208599,FALSE,2144,Somerville,MA,$$,3.5,https://www.yelp.com/biz/five-horses-tavern-somerville?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,695,[],"beerbar,newamerican,tacos",nq902iEwTCZv-EzZV2wHQA
Davio's Chestnut Hill,42.32251399,-71.17025011,FALSE,2467,Chestnut Hill,MA,$$$,3.5,https://www.yelp.com/biz/davios-chestnut-hill-chestnut-hill-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,107,"['pickup', 'delivery']","italian,steak,gluten_free",9LPokpPIiNCC5ilJXwX_rQ
The Talk,42.36699,-71.18738,FALSE,2472,Watertown,MA,$$,3.5,https://www.yelp.com/biz/the-talk-watertown-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,278,"['pickup', 'delivery']","tradamerican,italian",9jlK2GUXrk40TbN1yTSMJw
Coda,42.3462394,-71.0750068,FALSE,2116,Boston,MA,$$,4,https://www.yelp.com/biz/coda-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,559,[],"newamerican,burgers,cocktailbars",#NAME?
Post 390,42.34886388,-71.0740035,FALSE,2116,Boston,MA,$$$,3.5,https://www.yelp.com/biz/post-390-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,614,['delivery'],"bars,newamerican",nlnWODemnfzut10tzC5x3A
The Table at Season to Taste,42.3983409,-71.1310318,FALSE,2140,Cambridge,MA,$$$$,4.5,https://www.yelp.com/biz/the-table-at-season-to-taste-cambridge?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,154,[],newamerican,WkjIWu8rIpAAUhnqsuik9w
The Brahmin,42.3484325,-71.0731806,FALSE,2116,Boston,MA,$$,3,https://www.yelp.com/biz/the-brahmin-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,371,['delivery'],"newamerican,cocktailbars",vCaaXCYqpBsxJy2kBR67IA
FiRE + iCE  Grill + Bar,42.35066,-71.07249,FALSE,2116,Boston,MA,$$,3,https://www.yelp.com/biz/fire-ice-grill-bar-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,621,[],"mongolian,tradamerican,cocktailbars",dz2OSto01aMIWkGHXd8lOg
Mistral,42.34815783,-71.07275914,FALSE,2116,Boston,MA,$$$$,4,https://www.yelp.com/biz/mistral-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,895,[],french,VH0Ib9S3E-dxbQdQC4rffg
Delux Caf̩,42.34628,-71.07289,FALSE,2116,Boston,MA,$$,4,https://www.yelp.com/biz/delux-caf%C3%A9-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,295,[],"bars,tradamerican",zZ7roMv_c8R4slTMPPdkng
Grill 23 & Bar,42.34942187,-71.07205006,FALSE,2116,Boston,MA,$$$$,4,https://www.yelp.com/biz/grill-23-and-bar-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,913,[],"seafood,steak,wine_bars",_98MfEQ67r9-V78gmy8_Pg
Toro,42.33696319,-71.07589408,FALSE,2118,Boston,MA,$$$,4,https://www.yelp.com/biz/toro-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1932,[],"tapas,spanish,cocktailbars",NYa-JphaaB41ElGsb3iawA
75 Chestnut,42.35695,-71.07097,FALSE,2108,Boston,MA,$$,4,https://www.yelp.com/biz/75-chestnut-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,431,[],"newamerican,diners,steak",qVNYCZi2ofv-oe293JsYkg
Stephi's on Tremont,42.3436382,-71.07257,FALSE,2118,Boston,MA,$$,3.5,https://www.yelp.com/biz/stephis-on-tremont-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,459,['delivery'],"newamerican,comfortfood,bars",G2qQ72XEMVW4A9SNDHGwOg
Da Vinci,42.3493148,-71.07076,FALSE,2116,Boston,MA,$$$,4.5,https://www.yelp.com/biz/da-vinci-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,391,['delivery'],italian,gCsidBqhALICug9E2AphCw
The Paramount,42.357291,-71.070088,FALSE,2114,Boston,MA,$$,4,https://www.yelp.com/biz/the-paramount-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1458,[],"breakfast_brunch,newamerican,sandwiches",sRNcBkZrs2bOrijfElHVyQ
